  cell  ,E,W,N,S
"(27, 34)",1,0,0,0
"(28, 34)",0,1,0,1
"(29, 34)",0,0,1,1
"(30, 34)",0,0,1,1
"(31, 34)",1,0,1,0
"(32, 34)",1,1,0,1
"(33, 34)",1,0,1,0
"(34, 34)",1,0,0,1
"(35, 34)",0,1,1,0
"(36, 34)",1,1,0,0
"(37, 34)",1,0,0,1
"(38, 34)",0,1,1,0
"(39, 34)",1,1,0,1
"(40, 34)",0,0,1,1
"(41, 34)",0,1,1,0
"(42, 34)",0,1,0,0
"(43, 34)",1,1,0,1
"(44, 34)",1,0,1,0
"(45, 34)",1,0,0,1
"(46, 34)",0,0,1,1
"(47, 34)",0,1,1,1
"(48, 34)",0,0,1,1
"(49, 34)",0,0,1,0
"(50, 34)",1,1,0,0
"(51, 34)",0,0,0,1
"(52, 34)",0,1,1,0
"(53, 34)",0,1,0,1
"(54, 34)",0,1,1,0
"(55, 34)",1,1,0,0
"(56, 34)",1,0,0,1
"(57, 34)",0,1,1,0
"(58, 34)",0,1,0,1
"(59, 34)",0,1,1,0
"(60, 34)",1,1,0,0
"(61, 34)",1,0,0,0
"(62, 34)",1,1,0,0
"(63, 34)",1,1,0,0
"(64, 34)",0,1,0,1
"(65, 34)",1,1,1,0
"(66, 34)",1,0,0,1
"(67, 34)",1,0,1,0
"(68, 34)",0,1,0,1
"(69, 34)",0,0,1,1
"(70, 34)",0,1,1,0
"(71, 34)",0,0,0,1
"(72, 34)",1,0,1,0
"(73, 34)",1,0,0,1
"(74, 34)",0,0,1,1
"(75, 34)",0,1,1,0
"(76, 34)",0,1,0,1
"(77, 34)",1,0,1,0
"(78, 34)",0,0,0,1
"(79, 34)",1,1,1,0
"(80, 34)",1,0,0,0
"(81, 34)",1,0,0,1
"(82, 34)",1,0,1,0
"(83, 34)",1,1,0,0
"(84, 34)",1,1,0,0
"(85, 34)",1,1,0,0
"(86, 34)",0,1,0,1
"(87, 34)",1,0,1,1
"(88, 34)",0,0,1,1
"(89, 34)",1,0,1,0
"(90, 34)",1,0,0,0
"(91, 34)",1,1,0,0
"(92, 34)",1,0,0,1
"(93, 34)",1,0,1,0
"(94, 34)",1,0,0,0
"(95, 34)",0,1,0,1
"(96, 34)",1,0,1,0
"(97, 34)",1,1,0,0
"(98, 34)",0,1,0,1
"(99, 34)",1,0,1,0
"(100, 34)",1,0,0,1
"(101, 34)",0,1,1,0
"(102, 34)",0,1,0,0
"(103, 34)",1,0,0,1
"(104, 34)",0,0,1,1
"(105, 34)",0,1,1,0
"(106, 34)",1,1,0,1
"(107, 34)",0,0,1,1
"(108, 34)",1,0,1,0
"(109, 34)",1,1,0,0
"(110, 34)",1,1,0,1
"(111, 34)",0,1,1,0
"(112, 34)",1,0,0,1
"(113, 34)",1,0,1,0
"(114, 34)",1,1,0,1
"(115, 34)",0,0,1,1
"(116, 34)",1,0,1,0
"(117, 34)",1,0,0,0
"(118, 34)",1,1,0,0
"(119, 34)",1,1,0,1
"(120, 34)",0,0,1,0
"(121, 34)",1,0,0,1
"(122, 34)",1,0,1,1
"(123, 34)",1,0,1,1
"(124, 34)",0,0,1,0
"(125, 34)",1,1,0,0
"(126, 34)",1,1,0,1
"(127, 34)",0,1,1,0
"(128, 34)",1,1,0,0
"(129, 34)",1,0,0,0
"(130, 34)",0,1,0,1
"(131, 34)",1,0,1,0
"(132, 34)",0,1,0,0
"(133, 34)",0,1,0,1
"(134, 34)",0,1,1,0
"(135, 34)",1,0,0,1
"(136, 34)",0,1,1,0
"(137, 34)",1,0,0,1
"(138, 34)",0,0,1,1
"(139, 34)",0,1,1,0
"(140, 34)",1,1,0,0
"(141, 34)",1,1,0,0
"(142, 34)",0,1,0,1
"(143, 34)",0,1,1,0
"(144, 34)",1,0,0,1
"(145, 34)",1,0,1,1
"(146, 34)",0,0,1,1
"(147, 34)",0,0,1,1
"(148, 34)",0,0,1,1
"(149, 34)",0,0,1,1
"(150, 34)",1,0,1,0
"(151, 34)",1,0,0,1
"(152, 34)",0,0,1,1
"(153, 34)",0,0,1,1
"(154, 34)",1,0,1,1
"(155, 34)",0,0,1,1
"(156, 34)",0,0,1,0
"(157, 34)",1,0,0,1
"(158, 34)",0,0,1,1
"(159, 34)",1,0,1,0
"(160, 34)",0,1,0,1
"(161, 34)",0,0,1,0
"(162, 34)",1,1,0,1
"(163, 34)",0,0,1,1
"(164, 34)",0,1,1,0
"(165, 34)",1,0,0,1
"(166, 34)",1,0,1,0
"(167, 34)",1,1,0,0
"(168, 34)",1,0,0,1
"(169, 34)",0,1,1,0
"(170, 34)",1,1,0,0
"(171, 34)",0,1,0,1
"(172, 34)",1,0,1,0
"(173, 34)",1,1,0,0
"(174, 34)",0,1,0,1
"(175, 34)",0,0,1,1
"(176, 34)",0,1,1,0
"(177, 34)",1,0,0,1
"(178, 34)",1,0,1,0
"(179, 34)",0,1,0,1
"(180, 34)",1,0,1,0
"(181, 34)",1,1,0,0
"(182, 34)",0,1,0,1
"(183, 34)",0,0,1,1
"(184, 34)",0,0,1,1
"(185, 34)",0,0,1,1
"(186, 34)",0,0,1,1
"(187, 34)",0,0,1,1
"(188, 34)",0,1,1,1
"(189, 34)",1,0,1,0
"(190, 34)",0,0,0,1
"(191, 34)",0,0,1,1
"(192, 34)",1,0,1,0
"(193, 34)",0,1,0,1
"(194, 34)",0,1,1,0
"(195, 34)",0,1,0,0
"(196, 34)",1,1,0,0
"(197, 34)",1,0,0,1
"(198, 34)",0,1,1,0
"(199, 34)",1,1,0,0
"(200, 34)",1,1,0,0
"(1, 35)",1,0,0,1
"(2, 35)",0,1,1,0
"(3, 35)",1,0,0,1
"(4, 35)",0,0,1,0
"(5, 35)",0,1,0,1
"(6, 35)",0,0,1,1
"(7, 35)",0,1,1,0
"(8, 35)",1,0,0,1
"(9, 35)",0,1,1,0
"(10, 35)",1,1,0,0
"(11, 35)",0,0,0,1
"(12, 35)",1,0,1,1
"(13, 35)",0,0,1,1
"(14, 35)",1,0,1,0
"(15, 35)",1,1,0,0
"(16, 35)",1,0,0,1
"(17, 35)",0,0,1,1
"(18, 35)",0,1,1,0
"(19, 35)",1,1,0,0
"(20, 35)",1,1,0,0
"(21, 35)",1,1,0,0
"(22, 35)",1,1,0,0
"(23, 35)",1,1,0,0
"(24, 35)",0,1,0,1
"(25, 35)",0,0,1,1
"(26, 35)",0,1,1,0
"(27, 35)",1,1,0,1
"(28, 35)",0,0,1,1
"(29, 35)",0,0,1,0
"(30, 35)",1,0,0,1
"(31, 35)",0,1,1,0
"(32, 35)",0,1,0,0
"(33, 35)",1,1,0,0
"(34, 35)",0,1,0,1
"(35, 35)",0,0,1,1
"(36, 35)",0,1,1,1
"(37, 35)",0,1,1,0
"(38, 35)",1,0,0,0
"(39, 35)",1,1,0,0
"(40, 35)",0,0,0,1
"(41, 35)",0,0,1,1
"(42, 35)",1,0,1,1
"(43, 35)",0,1,1,0
"(44, 35)",0,1,0,1
"(45, 35)",0,1,1,1
"(46, 35)",0,0,1,1
"(47, 35)",0,0,1,0
"(48, 35)",1,0,0,1
"(49, 35)",0,0,1,1
"(50, 35)",0,1,1,0
"(51, 35)",1,0,0,1
"(52, 35)",0,0,1,1
"(53, 35)",0,0,1,1
"(54, 35)",1,0,1,0
"(55, 35)",1,1,0,0
"(56, 35)",0,1,0,1
"(57, 35)",0,0,1,1
"(58, 35)",0,0,1,1
"(59, 35)",0,0,1,1
"(60, 35)",0,1,1,0
"(61, 35)",1,1,0,0
"(62, 35)",1,1,0,0
"(63, 35)",0,1,0,1
"(64, 35)",1,0,1,0
"(65, 35)",0,1,0,1
"(66, 35)",0,1,1,0
"(67, 35)",0,1,0,1
"(68, 35)",0,0,1,1
"(69, 35)",0,0,1,1
"(70, 35)",0,0,1,1
"(71, 35)",1,0,1,0
"(72, 35)",0,1,0,1
"(73, 35)",0,1,1,1
"(74, 35)",0,0,1,1
"(75, 35)",0,0,1,1
"(76, 35)",0,0,1,0
"(77, 35)",0,1,0,1
"(78, 35)",1,0,1,0
"(79, 35)",0,1,0,1
"(80, 35)",0,1,1,0
"(81, 35)",1,1,0,0
"(82, 35)",0,1,0,1
"(83, 35)",0,1,1,0
"(84, 35)",0,1,0,1
"(85, 35)",0,1,1,0
"(86, 35)",1,0,0,1
"(87, 35)",0,1,1,0
"(88, 35)",0,0,0,1
"(89, 35)",1,1,1,0
"(90, 35)",1,1,0,0
"(91, 35)",0,1,0,1
"(92, 35)",0,1,1,0
"(93, 35)",1,1,0,0
"(94, 35)",1,1,0,0
"(95, 35)",1,0,0,1
"(96, 35)",0,1,1,0
"(97, 35)",0,1,0,1
"(98, 35)",1,0,1,0
"(99, 35)",1,1,0,0
"(100, 35)",0,1,0,1
"(101, 35)",0,0,1,1
"(102, 35)",0,0,1,1
"(103, 35)",0,1,1,0
"(104, 35)",1,0,0,1
"(105, 35)",0,0,1,1
"(106, 35)",0,1,1,0
"(107, 35)",1,0,0,1
"(108, 35)",0,1,1,0
"(109, 35)",1,1,0,0
"(110, 35)",1,1,0,0
"(111, 35)",0,0,0,1
"(112, 35)",0,1,1,0
"(113, 35)",1,1,0,0
"(114, 35)",0,1,0,1
"(115, 35)",1,0,1,0
"(116, 35)",0,1,0,1
"(117, 35)",1,1,1,0
"(118, 35)",1,1,0,0
"(119, 35)",0,1,0,0
"(120, 35)",1,0,0,1
"(121, 35)",0,1,1,0
"(122, 35)",1,1,0,0
"(123, 35)",0,1,0,0
"(124, 35)",1,0,0,1
"(125, 35)",0,1,1,0
"(126, 35)",0,1,0,0
"(127, 35)",1,0,0,1
"(128, 35)",0,1,1,0
"(129, 35)",1,1,0,1
"(130, 35)",1,0,1,0
"(131, 35)",0,1,0,1
"(132, 35)",0,0,1,1
"(133, 35)",1,0,1,0
"(134, 35)",1,0,0,1
"(135, 35)",0,1,1,0
"(136, 35)",0,0,0,1
"(137, 35)",0,1,1,0
"(138, 35)",1,0,0,1
"(139, 35)",1,0,1,0
"(140, 35)",1,1,0,0
"(141, 35)",1,1,0,1
"(142, 35)",0,0,1,1
"(143, 35)",1,0,1,0
"(144, 35)",1,1,0,0
"(145, 35)",0,1,0,1
"(146, 35)",0,0,1,1
"(147, 35)",0,0,1,1
"(148, 35)",1,0,1,0
"(149, 35)",1,0,0,1
"(150, 35)",0,1,1,0
"(151, 35)",0,1,0,1
"(152, 35)",0,0,1,1
"(153, 35)",1,0,1,0
"(154, 35)",1,1,0,0
"(155, 35)",1,0,0,1
"(156, 35)",1,0,1,0
"(157, 35)",0,1,0,1
"(158, 35)",1,0,1,0
"(159, 35)",0,1,0,1
"(160, 35)",0,0,1,1
"(161, 35)",1,0,1,0
"(162, 35)",0,1,0,1
"(163, 35)",1,0,1,0
"(164, 35)",1,0,0,1
"(165, 35)",0,1,1,0
"(166, 35)",1,1,0,0
"(167, 35)",1,1,0,0
"(168, 35)",1,1,0,0
"(169, 35)",0,0,0,1
"(170, 35)",0,1,1,0
"(171, 35)",1,0,0,1
"(172, 35)",0,1,1,0
"(173, 35)",1,1,0,0
"(174, 35)",1,0,0,1
"(175, 35)",0,0,1,1
"(176, 35)",0,0,1,1
"(177, 35)",0,1,1,0
"(178, 35)",1,1,0,1
"(179, 35)",0,0,1,0
"(180, 35)",1,1,0,0
"(181, 35)",1,1,0,1
"(182, 35)",1,0,1,0
"(183, 35)",1,0,0,1
"(184, 35)",0,0,1,1
"(185, 35)",0,0,1,1
"(186, 35)",1,0,1,0
"(187, 35)",1,0,0,1
"(188, 35)",0,0,1,1
"(189, 35)",0,1,1,1
"(190, 35)",0,0,1,1
"(191, 35)",0,0,1,1
"(192, 35)",1,1,1,0
"(193, 35)",0,0,0,1
"(194, 35)",1,0,1,1
"(195, 35)",1,0,1,0
"(196, 35)",1,1,0,0
"(197, 35)",0,1,0,1
"(198, 35)",1,0,1,0
"(199, 35)",1,1,0,0
"(200, 35)",0,1,0,0
"(1, 36)",1,1,0,0
"(2, 36)",1,0,0,0
"(3, 36)",1,1,0,1
"(4, 36)",1,0,1,1
"(5, 36)",0,0,1,1
"(6, 36)",0,0,1,1
"(7, 36)",1,0,1,0
"(8, 36)",1,1,0,1
"(9, 36)",1,0,1,0
"(10, 36)",0,1,0,1
"(11, 36)",1,0,1,0
"(12, 36)",1,1,0,0
"(13, 36)",1,0,0,0
"(14, 36)",1,1,0,0
"(15, 36)",0,1,0,1
"(16, 36)",0,1,1,0
"(17, 36)",0,0,0,1
"(18, 36)",1,0,1,0
"(19, 36)",1,1,0,1
"(20, 36)",0,1,1,0
"(21, 36)",1,1,0,0
"(22, 36)",1,1,0,0
"(23, 36)",1,1,0,0
"(24, 36)",0,0,0,1
"(25, 36)",1,0,1,1
"(26, 36)",0,0,1,0
"(27, 36)",1,1,0,1
"(28, 36)",0,0,1,1
"(29, 36)",0,0,1,1
"(30, 36)",0,1,1,0
"(31, 36)",1,0,0,1
"(32, 36)",1,0,1,0
"(33, 36)",0,1,0,1
"(34, 36)",0,0,1,1
"(35, 36)",1,0,1,0
"(36, 36)",1,0,0,1
"(37, 36)",0,0,1,1
"(38, 36)",0,1,1,1
"(39, 36)",0,1,1,0
"(40, 36)",1,0,0,1
"(41, 36)",1,0,1,0
"(42, 36)",0,1,0,0
"(43, 36)",1,0,0,1
"(44, 36)",1,0,1,0
"(45, 36)",1,0,0,1
"(46, 36)",0,0,1,1
"(47, 36)",1,0,1,0
"(48, 36)",1,1,0,1
"(49, 36)",1,0,1,0
"(50, 36)",1,0,0,1
"(51, 36)",0,1,1,0
"(52, 36)",1,0,0,1
"(53, 36)",1,0,1,0
"(54, 36)",0,1,0,1
"(55, 36)",0,1,1,0
"(56, 36)",1,0,0,1
"(57, 36)",0,0,1,1
"(58, 36)",0,0,1,1
"(59, 36)",1,0,1,0
"(60, 36)",1,0,0,1
"(61, 36)",1,1,1,0
"(62, 36)",0,1,0,1
"(63, 36)",1,0,1,0
"(64, 36)",0,1,0,1
"(65, 36)",0,0,1,1
"(66, 36)",0,0,1,1
"(67, 36)",0,0,1,1
"(68, 36)",1,0,1,0
"(69, 36)",0,0,0,1
"(70, 36)",1,0,1,0
"(71, 36)",0,1,0,1
"(72, 36)",1,0,1,0
"(73, 36)",1,0,0,1
"(74, 36)",1,0,1,0
"(75, 36)",1,0,0,1
"(76, 36)",0,0,1,1
"(77, 36)",1,0,1,0
"(78, 36)",1,1,0,1
"(79, 36)",0,0,1,1
"(80, 36)",1,0,1,0
"(81, 36)",0,1,0,1
"(82, 36)",0,0,1,1
"(83, 36)",0,0,1,1
"(84, 36)",0,0,1,1
"(85, 36)",1,0,1,1
"(86, 36)",1,1,1,0
"(87, 36)",1,0,0,1
"(88, 36)",1,0,1,0
"(89, 36)",0,1,0,1
"(90, 36)",0,1,1,0
"(91, 36)",1,0,0,1
"(92, 36)",1,0,1,0
"(93, 36)",1,1,0,0
"(94, 36)",1,1,0,1
"(95, 36)",0,1,1,0
"(96, 36)",0,0,0,1
"(97, 36)",1,0,1,1
"(98, 36)",1,1,1,0
"(99, 36)",0,1,0,1
"(100, 36)",0,0,1,1
"(101, 36)",1,0,1,0
"(102, 36)",1,0,0,1
"(103, 36)",0,0,1,1
"(104, 36)",1,1,1,0
"(105, 36)",1,0,0,1
"(106, 36)",0,0,1,1
"(107, 36)",0,1,1,0
"(108, 36)",1,0,0,0
"(109, 36)",1,1,0,0
"(110, 36)",0,1,0,1
"(111, 36)",0,0,1,1
"(112, 36)",1,0,1,1
"(113, 36)",0,1,1,1
"(114, 36)",0,0,1,0
"(115, 36)",0,1,0,1
"(116, 36)",1,0,1,0
"(117, 36)",1,1,0,0
"(118, 36)",0,1,0,1
"(119, 36)",1,0,1,0
"(120, 36)",0,1,0,1
"(121, 36)",1,0,1,0
"(122, 36)",0,1,0,1
"(123, 36)",1,0,1,0
"(124, 36)",1,1,0,0
"(125, 36)",1,0,0,1
"(126, 36)",1,0,1,1
"(127, 36)",0,1,1,0
"(128, 36)",1,0,0,0
"(129, 36)",1,1,0,0
"(130, 36)",0,1,0,1
"(131, 36)",0,0,1,1
"(132, 36)",1,0,1,0
"(133, 36)",1,1,0,0
"(134, 36)",1,1,0,1
"(135, 36)",0,0,1,1
"(136, 36)",1,0,1,0
"(137, 36)",1,0,0,1
"(138, 36)",0,1,1,0
"(139, 36)",0,1,0,1
"(140, 36)",0,1,1,0
"(141, 36)",0,1,0,1
"(142, 36)",1,0,1,0
"(143, 36)",0,1,0,0
"(144, 36)",1,1,0,0
"(145, 36)",1,0,0,0
"(146, 36)",1,0,0,1
"(147, 36)",0,0,1,1
"(148, 36)",0,1,1,0
"(149, 36)",1,1,0,0
"(150, 36)",1,0,0,1
"(151, 36)",0,0,1,1
"(152, 36)",0,0,1,1
"(153, 36)",1,1,1,0
"(154, 36)",0,1,0,0
"(155, 36)",1,1,0,0
"(156, 36)",1,1,0,1
"(157, 36)",0,0,1,0
"(158, 36)",0,1,0,1
"(159, 36)",1,0,1,1
"(160, 36)",0,0,1,0
"(161, 36)",1,1,0,0
"(162, 36)",1,0,0,1
"(163, 36)",0,1,1,0
"(164, 36)",0,1,0,1
"(165, 36)",1,0,1,0
"(166, 36)",1,1,0,0
"(167, 36)",0,1,0,0
"(168, 36)",1,1,0,0
"(169, 36)",1,0,0,1
"(170, 36)",0,0,1,1
"(171, 36)",0,1,1,0
"(172, 36)",0,0,0,1
"(173, 36)",1,1,1,0
"(174, 36)",0,1,0,1
"(175, 36)",0,0,1,1
"(176, 36)",1,0,1,0
"(177, 36)",1,0,0,0
"(178, 36)",0,1,0,1
"(179, 36)",1,0,1,0
"(180, 36)",1,1,0,0
"(181, 36)",1,1,0,0
"(182, 36)",1,1,0,0
"(183, 36)",0,1,0,1
"(184, 36)",0,0,1,1
"(185, 36)",0,0,1,0
"(186, 36)",0,1,0,1
"(187, 36)",0,1,1,0
"(188, 36)",1,0,0,1
"(189, 36)",0,0,1,1
"(190, 36)",1,0,1,0
"(191, 36)",1,0,0,0
"(192, 36)",0,1,0,1
"(193, 36)",1,0,1,1
"(194, 36)",0,1,1,0
"(195, 36)",0,1,0,1
"(196, 36)",0,1,1,1
"(197, 36)",1,0,1,0
"(198, 36)",1,1,0,0
"(199, 36)",1,1,0,1
"(200, 36)",1,0,1,0
"(1, 37)",1,1,0,0
"(2, 37)",0,1,0,1
"(3, 37)",1,1,1,0
"(4, 37)",0,1,0,1
"(5, 37)",1,0,1,0
"(6, 37)",1,0,0,1
"(7, 37)",0,1,1,0
"(8, 37)",1,1,0,0
"(9, 37)",1,1,0,1
"(10, 37)",0,0,1,0
"(11, 37)",1,1,0,0
"(12, 37)",0,1,0,1
"(13, 37)",1,1,1,0
"(14, 37)",1,1,0,1
"(15, 37)",0,0,1,1
"(16, 37)",0,0,1,1
"(17, 37)",0,0,1,1
"(18, 37)",1,1,1,0
"(19, 37)",1,1,0,1
"(20, 37)",1,0,1,0
"(21, 37)",0,1,0,1
"(22, 37)",0,1,1,0
"(23, 37)",1,1,0,0
"(24, 37)",1,0,0,1
"(25, 37)",1,1,1,0
"(26, 37)",1,0,0,1
"(27, 37)",0,1,1,0
"(28, 37)",0,0,0,1
"(29, 37)",0,0,1,1
"(30, 37)",1,0,1,1
"(31, 37)",0,1,1,0
"(32, 37)",0,1,0,1
"(33, 37)",0,0,1,1
"(34, 37)",0,0,1,1
"(35, 37)",0,1,1,0
"(36, 37)",0,1,0,1
"(37, 37)",0,0,1,1
"(38, 37)",0,0,1,1
"(39, 37)",0,0,1,1
"(40, 37)",0,1,1,0
"(41, 37)",1,1,0,0
"(42, 37)",1,0,0,1
"(43, 37)",0,1,1,0
"(44, 37)",1,1,0,0
"(45, 37)",0,1,0,1
"(46, 37)",1,0,1,0
"(47, 37)",1,1,0,0
"(48, 37)",0,1,0,0
"(49, 37)",1,1,0,0
"(50, 37)",0,1,0,1
"(51, 37)",0,0,1,1
"(52, 37)",0,1,1,0
"(53, 37)",0,1,0,1
"(54, 37)",1,0,1,0
"(55, 37)",0,0,0,1
"(56, 37)",0,1,1,1
"(57, 37)",1,0,1,0
"(58, 37)",1,0,0,0
"(59, 37)",0,1,0,1
"(60, 37)",0,1,1,0
"(61, 37)",1,1,0,0
"(62, 37)",1,0,0,0
"(63, 37)",1,1,0,0
"(64, 37)",0,0,0,1
"(65, 37)",1,0,1,0
"(66, 37)",1,0,0,1
"(67, 37)",0,0,1,1
"(68, 37)",0,1,1,0
"(69, 37)",1,0,0,1
"(70, 37)",0,1,1,1
"(71, 37)",1,0,1,0
"(72, 37)",0,1,0,1
"(73, 37)",0,1,1,0
"(74, 37)",0,1,0,1
"(75, 37)",0,1,1,0
"(76, 37)",1,0,0,0
"(77, 37)",1,1,0,0
"(78, 37)",1,1,0,0
"(79, 37)",1,0,0,1
"(80, 37)",0,1,1,1
"(81, 37)",0,0,1,1
"(82, 37)",1,0,1,0
"(83, 37)",0,0,0,1
"(84, 37)",1,0,1,0
"(85, 37)",1,1,0,0
"(86, 37)",1,1,0,0
"(87, 37)",1,1,0,0
"(88, 37)",0,1,0,1
"(89, 37)",0,0,1,1
"(90, 37)",0,0,1,1
"(91, 37)",0,1,1,0
"(92, 37)",0,1,0,1
"(93, 37)",0,1,1,0
"(94, 37)",0,1,0,1
"(95, 37)",0,0,1,1
"(96, 37)",0,0,1,1
"(97, 37)",0,1,1,0
"(98, 37)",0,1,0,1
"(99, 37)",0,0,1,1
"(100, 37)",1,0,1,0
"(101, 37)",1,1,0,0
"(102, 37)",1,1,0,0
"(103, 37)",1,0,0,1
"(104, 37)",0,1,1,0
"(105, 37)",0,1,0,1
"(106, 37)",0,0,1,1
"(107, 37)",1,0,1,0
"(108, 37)",1,1,0,0
"(109, 37)",1,1,0,0
"(110, 37)",1,0,0,1
"(111, 37)",1,0,1,0
"(112, 37)",0,1,0,0
"(113, 37)",1,0,0,1
"(114, 37)",1,0,1,0
"(115, 37)",1,0,0,1
"(116, 37)",0,1,1,0
"(117, 37)",1,1,0,0
"(118, 37)",1,0,0,1
"(119, 37)",0,1,1,1
"(120, 37)",0,0,1,0
"(121, 37)",1,1,0,0
"(122, 37)",1,0,0,1
"(123, 37)",0,1,1,0
"(124, 37)",1,1,0,0
"(125, 37)",0,1,0,0
"(126, 37)",1,1,0,0
"(127, 37)",1,0,0,0
"(128, 37)",1,1,0,1
"(129, 37)",0,1,1,0
"(130, 37)",1,0,0,1
"(131, 37)",1,0,1,0
"(132, 37)",1,1,0,0
"(133, 37)",1,1,0,0
"(134, 37)",1,1,0,0
"(135, 37)",1,0,0,1
"(136, 37)",0,1,1,0
"(137, 37)",1,1,0,0
"(138, 37)",0,0,0,1
"(139, 37)",0,0,1,1
"(140, 37)",1,0,1,1
"(141, 37)",1,0,1,0
"(142, 37)",0,1,0,1
"(143, 37)",1,0,1,0
"(144, 37)",0,1,0,1
"(145, 37)",1,1,1,0
"(146, 37)",0,1,0,1
"(147, 37)",1,0,1,0
"(148, 37)",0,0,0,1
"(149, 37)",0,1,1,1
"(150, 37)",0,1,1,0
"(151, 37)",1,0,0,1
"(152, 37)",1,0,1,0
"(153, 37)",1,1,0,0
"(154, 37)",1,0,0,1
"(155, 37)",0,1,1,0
"(156, 37)",0,1,0,1
"(157, 37)",0,0,1,1
"(158, 37)",1,0,1,0
"(159, 37)",1,1,0,0
"(160, 37)",1,0,0,1
"(161, 37)",0,1,1,0
"(162, 37)",0,1,0,1
"(163, 37)",0,0,1,1
"(164, 37)",0,0,1,1
"(165, 37)",0,1,1,0
"(166, 37)",0,1,0,1
"(167, 37)",1,0,1,0
"(168, 37)",1,1,0,0
"(169, 37)",0,1,0,1
"(170, 37)",0,0,1,1
"(171, 37)",0,0,1,1
"(172, 37)",1,0,1,0
"(173, 37)",1,1,0,0
"(174, 37)",1,0,0,1
"(175, 37)",0,0,1,1
"(176, 37)",0,1,1,0
"(177, 37)",0,1,0,1
"(178, 37)",1,0,1,0
"(179, 37)",1,1,0,0
"(180, 37)",1,1,0,0
"(181, 37)",1,1,0,0
"(182, 37)",0,1,0,1
"(183, 37)",1,0,1,0
"(184, 37)",1,0,0,1
"(185, 37)",0,0,1,1
"(186, 37)",1,0,1,0
"(187, 37)",1,0,0,1
"(188, 37)",0,1,1,0
"(189, 37)",1,0,0,0
"(190, 37)",1,1,0,0
"(191, 37)",0,1,0,1
"(192, 37)",0,0,1,1
"(193, 37)",0,1,1,0
"(194, 37)",1,0,0,1
"(195, 37)",1,0,1,0
"(196, 37)",1,0,0,1
"(197, 37)",0,1,1,0
"(198, 37)",1,1,0,0
"(199, 37)",1,1,0,0
"(200, 37)",1,1,0,0
"(1, 38)",1,1,0,1
"(2, 38)",1,0,1,0
"(3, 38)",0,1,0,1
"(4, 38)",1,0,1,0
"(5, 38)",1,1,0,0
"(6, 38)",0,1,0,0
"(7, 38)",1,0,0,1
"(8, 38)",0,1,1,0
"(9, 38)",1,1,0,0
"(10, 38)",1,0,0,1
"(11, 38)",0,1,1,0
"(12, 38)",1,0,0,0
"(13, 38)",1,1,0,0
"(14, 38)",1,1,0,0
"(15, 38)",1,0,0,1
"(16, 38)",1,0,1,1
"(17, 38)",0,0,1,0
"(18, 38)",1,1,0,0
"(19, 38)",0,1,0,0
"(20, 38)",1,1,0,1
"(21, 38)",0,0,1,0
"(22, 38)",1,0,0,1
"(23, 38)",0,1,1,0
"(24, 38)",1,1,0,0
"(25, 38)",0,1,0,0
"(26, 38)",0,1,0,1
"(27, 38)",0,0,1,1
"(28, 38)",0,0,1,1
"(29, 38)",0,0,1,1
"(30, 38)",0,1,1,0
"(31, 38)",1,0,0,1
"(32, 38)",1,0,1,0
"(33, 38)",1,0,0,1
"(34, 38)",1,0,1,0
"(35, 38)",1,0,0,1
"(36, 38)",1,0,1,1
"(37, 38)",0,0,1,1
"(38, 38)",0,0,1,1
"(39, 38)",1,0,1,0
"(40, 38)",1,0,0,0
"(41, 38)",1,1,0,0
"(42, 38)",0,1,0,1
"(43, 38)",1,0,1,0
"(44, 38)",0,1,0,1
"(45, 38)",0,0,1,1
"(46, 38)",0,1,1,0
"(47, 38)",0,1,0,1
"(48, 38)",1,0,1,0
"(49, 38)",0,1,0,1
"(50, 38)",0,0,1,1
"(51, 38)",1,0,1,1
"(52, 38)",0,0,1,1
"(53, 38)",1,0,1,0
"(54, 38)",1,1,0,0
"(55, 38)",1,0,0,1
"(56, 38)",0,0,1,1
"(57, 38)",0,1,1,0
"(58, 38)",1,1,0,1
"(59, 38)",0,0,1,1
"(60, 38)",0,0,1,1
"(61, 38)",1,1,1,0
"(62, 38)",1,1,0,0
"(63, 38)",0,1,0,1
"(64, 38)",1,0,1,0
"(65, 38)",0,1,0,1
"(66, 38)",0,1,1,1
"(67, 38)",0,0,1,1
"(68, 38)",0,0,1,1
"(69, 38)",0,1,1,0
"(70, 38)",0,0,0,1
"(71, 38)",0,1,1,1
"(72, 38)",0,0,1,0
"(73, 38)",1,0,0,1
"(74, 38)",1,0,1,1
"(75, 38)",1,0,1,0
"(76, 38)",1,1,0,1
"(77, 38)",0,1,1,0
"(78, 38)",1,1,0,0
"(79, 38)",1,1,0,0
"(80, 38)",1,0,0,1
"(81, 38)",1,0,1,0
"(82, 38)",0,1,0,1
"(83, 38)",0,0,1,1
"(84, 38)",1,1,1,0
"(85, 38)",1,1,0,0
"(86, 38)",1,1,0,0
"(87, 38)",0,1,0,1
"(88, 38)",0,0,1,1
"(89, 38)",1,0,1,0
"(90, 38)",1,0,0,1
"(91, 38)",1,0,1,0
"(92, 38)",1,0,0,1
"(93, 38)",1,0,1,0
"(94, 38)",1,0,0,1
"(95, 38)",1,0,1,0
"(96, 38)",1,0,0,1
"(97, 38)",0,0,1,1
"(98, 38)",0,0,1,1
"(99, 38)",0,0,1,1
"(100, 38)",0,1,1,0
